external_gene_name,number_of_paralogues,paralogue
NFE2L3,3,Yes
NFIA,3,Yes
NFIB,3,Yes
NFIC,3,Yes
NFIX,3,Yes
NFKB1,4,Yes
NFKB2,4,Yes
NFKBIA,4,Yes
NFKBIB,4,Yes
NFKBID,3,Yes
NFKBIE,16,Yes
NFKBIZ,3,Yes
NFS1,2,Yes
NFX1,1,Yes
NFXL1,1,Yes
NFYB,3,Yes
NFYC,2,Yes
NGDN,1,Yes
NGEF,6,Yes
NGF,3,Yes
NGFR,21,Yes
NHLH1,4,Yes
NHLH2,4,Yes
NHLRC4,2,Yes
NHP2,3,Yes
NHS,3,Yes
NHSL1,3,Yes
NHSL2,3,Yes
NICN1,1,Yes
NID1,15,Yes
NID2,15,Yes
NIM1K,18,Yes
NIN,1,Yes
NINJ1,1,Yes
NINJ2,1,Yes
NINL,1,Yes
NIP7,2,Yes
NIPA1,5,Yes
NIPA2,5,Yes
NIPAL1,5,Yes
NIPAL2,5,Yes
NIPAL3,5,Yes
NIPAL4,5,Yes
NIPSNAP1,3,Yes
NIPSNAP2,3,Yes
NIPSNAP3A,3,Yes
NIPSNAP3B,3,Yes
NISCH,1,Yes
NIT1,2,Yes
NIT2,2,Yes
NKAIN1,3,Yes
NKAIN2,3,Yes
NKAIN3,3,Yes
NKAIN4,3,Yes
NKAP,1,Yes
NKAPL,1,Yes
NKD1,1,Yes
NKD2,1,Yes
NKG7,10,Yes
NKIRAS1,35,Yes
NKIRAS2,35,Yes
NKRF,2,Yes
NKTR,22,Yes
NKX1-1,13,Yes
NKX1-2,13,Yes
NKX2-1,13,Yes
NKX2-2,13,Yes
NKX2-3,13,Yes
NKX2-4,13,Yes
NKX2-5,13,Yes
NKX2-6,13,Yes
NKX2-8,13,Yes
NKX3-1,13,Yes
NKX3-2,13,Yes
NKX6-1,13,Yes
NKX6-2,13,Yes
NKX6-3,13,Yes
NLGN1,13,Yes
NLGN2,13,Yes
NLGN3,13,Yes
NLGN4X,13,Yes
NLGN4Y,13,Yes
NLK,19,Yes
NLN,2,Yes
NLRC3,20,Yes
NLRC4,8,Yes
NLRC5,20,Yes
NLRP1,20,Yes
NLRP10,20,Yes
NLRP11,20,Yes
NLRP12,20,Yes
NLRP13,20,Yes
NLRP14,20,Yes
NLRP2,20,Yes
NLRP3,20,Yes
NLRP4,20,Yes
NLRP5,20,Yes
NLRP6,20,Yes
NLRP7,20,Yes
NLRP8,20,Yes
NLRP9,20,Yes
NLRX1,20,Yes
NMB,1,Yes
NMBR,15,Yes
NME1,9,Yes
NME1-NME2,9,Yes
NME2,9,Yes
NME3,9,Yes
NME4,9,Yes
NME5,9,Yes
NME6,9,Yes
NME7,9,Yes
NME8,9,Yes
NME9,9,Yes
NMI,2,Yes
NMNAT1,2,Yes
NMNAT2,2,Yes
NMNAT3,2,Yes
NMRK1,3,Yes
NMRK2,3,Yes
NMT1,1,Yes
NMT2,1,Yes
NMUR1,15,Yes
NMUR2,15,Yes
NNMT,3,Yes
NOA1,6,Yes
NOBOX,50,Yes
NOCT,5,Yes
NOD1,20,Yes
NOD2,20,Yes
NODAL,32,Yes
NOL12,1,Yes
NOL4,1,Yes
NOL4L,1,Yes
NOL9,1,Yes
NOM1,1,Yes
NOMO1,2,Yes
NOMO2,2,Yes
NOMO3,2,Yes
NONO,8,Yes
NOP2,2,Yes
NOP56,1,Yes
NOP58,1,Yes
NOS1,5,Yes
NOS1AP,11,Yes
NOS2,5,Yes
NOS3,5,Yes
NOSTRIN,3,Yes
NOTCH1,7,Yes
NOTCH2,7,Yes
NOTCH2NLA,7,Yes
NOTCH3,7,Yes
NOTCH4,5,Yes
NOTO,1,Yes
NOVA1,12,Yes
NOVA2,12,Yes
NOX1,6,Yes
NOX3,6,Yes
NOX4,6,Yes
NOX5,6,Yes
NOXA1,1,Yes
NOXO1,3,Yes
NOXRED1,4,Yes
NPAP1,6,Yes
NPAS1,7,Yes
NPAS2,6,Yes
NPAS3,7,Yes
NPAS4,7,Yes
NPB,1,Yes
NPBWR1,17,Yes
NPBWR2,17,Yes
NPC1,10,Yes
NPC1L1,10,Yes
NPEPL1,1,Yes
NPEPPS,11,Yes
NPFFR1,16,Yes
NPFFR2,16,Yes
NPHP3,7,Yes
NPHP3-ACAD11,7,Yes
NPHS1,3,Yes
NPHS2,4,Yes
NPIPA1,19,Yes
NPIPA2,19,Yes
NPIPA3,19,Yes
NPIPA5,19,Yes
NPIPA7,19,Yes
NPIPA8,19,Yes
NPIPA9,19,Yes
NPIPB11,19,Yes
NPIPB12,19,Yes
NPIPB13,19,Yes
NPIPB15,19,Yes
NPIPB2,19,Yes
NPIPB3,19,Yes
NPIPB4,19,Yes
NPIPB5,19,Yes
NPIPB6,19,Yes
NPIPB7,19,Yes
NPIPB8,19,Yes
NPIPB9,19,Yes
NPL,1,Yes
NPM1,2,Yes
NPM2,2,Yes
NPM3,2,Yes
NPNT,1,Yes
NPPA,1,Yes
NPPB,1,Yes
NPR1,17,Yes
NPR2,17,Yes
NPR3,17,Yes
NPTN,3,Yes
NPTX1,5,Yes
NPTX2,5,Yes
NPTXR,8,Yes
NPW,1,Yes
NPY,2,Yes
NPY1R,33,Yes
NPY2R,33,Yes
NPY4R,33,Yes
NPY4R2,33,Yes
NPY5R,33,Yes
NQO1,1,Yes
NQO2,1,Yes
NR0B1,1,Yes
NR0B2,1,Yes
NR1D1,18,Yes
NR1D2,18,Yes
NR1H2,18,Yes
NR1H3,18,Yes
NR1H4,18,Yes
NR1I2,18,Yes
NR1I3,18,Yes
NR2C1,11,Yes
NR2C2,11,Yes
NR2E1,11,Yes
NR2E3,11,Yes
NR2F1,11,Yes
NR2F2,11,Yes
NR2F6,11,Yes
NR3C1,8,Yes
NR3C2,8,Yes
NR4A1,2,Yes
NR4A2,2,Yes
NR4A3,2,Yes
NR5A1,1,Yes
NR5A2,1,Yes
NRAP,4,Yes
NRARP,2,Yes
NRAS,35,Yes
NRBP1,6,Yes
NRBP2,6,Yes
NRCAM,36,Yes
NRDC,6,Yes
NRG1,3,Yes
NRG2,3,Yes
NRG3,3,Yes
NRG4,3,Yes
NRIP2,4,Yes
NRIP3,4,Yes
NRK,35,Yes
NRL,6,Yes
NRN1,1,Yes
NRN1L,1,Yes
NRP1,37,Yes
NRP2,37,Yes
NRROS,22,Yes
NRSN1,1,Yes
NRSN2,1,Yes
NRTN,3,Yes
NRXN1,37,Yes
NRXN2,37,Yes
NRXN3,37,Yes
NSD1,20,Yes
NSD2,20,Yes
NSD3,20,Yes
NSDHL,10,Yes
NSFL1C,3,Yes
NSG1,2,Yes
NSG2,2,Yes
NSMAF,7,Yes
NSMCE3,37,Yes
NSMCE4A,1,Yes
NSRP1,1,Yes
NSUN2,2,Yes
NSUN3,2,Yes
NSUN4,2,Yes
NSUN5,2,Yes
NSUN6,2,Yes
NT5C,1,Yes
NT5C1A,2,Yes
NT5C1B,2,Yes
NT5C1B-RDH14,2,Yes
NT5C2,4,Yes
NT5C3A,1,Yes
NT5C3B,1,Yes
NT5DC1,4,Yes
NT5DC2,4,Yes
NT5DC3,4,Yes
NT5DC4,4,Yes
NT5M,1,Yes
NTF3,3,Yes
NTF4,3,Yes
NTHL1,1,Yes
NTM,5,Yes
NTMT1,1,Yes
NTN1,28,Yes
NTN3,28,Yes
NTN4,28,Yes
NTN5,28,Yes
NTNG1,28,Yes
NTNG2,28,Yes
NTRK1,54,Yes
NTRK2,54,Yes
NTRK3,54,Yes
NTSR1,15,Yes
NTSR2,15,Yes
NUAK1,18,Yes
NUAK2,18,Yes
NUBP1,2,Yes
NUBP2,2,Yes
NUBPL,2,Yes
NUCB1,1,Yes
NUCB2,1,Yes
NUCKS1,1,Yes
NUDC,2,Yes
NUDCD2,2,Yes
NUDCD3,2,Yes
NUDT1,3,Yes
NUDT10,4,Yes
NUDT11,4,Yes
NUDT12,3,Yes
NUDT14,1,Yes
NUDT16,1,Yes
NUDT16L1,1,Yes
NUDT17,3,Yes
NUDT18,3,Yes
NUDT3,4,Yes
NUDT4,4,Yes
NUDT4B,4,Yes
NUDT5,1,Yes
NUF2,1,Yes
NUMA1,3,Yes
NUMB,11,Yes
NUMBL,11,Yes
NUP153,6,Yes
NUP188,1,Yes
NUP210,1,Yes
NUP210L,1,Yes
NUP214,6,Yes
NUP62,1,Yes
NUP62CL,1,Yes
NUPL2,1,Yes
NUPR1,1,Yes
NUPR2,1,Yes
NUSAP1,1,Yes
NUTF2,2,Yes
NUTM1,6,Yes
NUTM2A,6,Yes
NUTM2B,6,Yes
NUTM2D,6,Yes
NUTM2E,6,Yes
NUTM2F,6,Yes
NUTM2G,6,Yes
NVL,5,Yes
NWD1,27,Yes
NWD2,1,Yes
NXF1,4,Yes
NXF2,4,Yes
NXF2B,4,Yes
NXF3,4,Yes
NXF5,4,Yes
NXN,2,Yes
NXNL1,2,Yes
NXNL2,2,Yes
NXPE1,3,Yes
NXPE2,3,Yes
NXPE3,3,Yes
NXPE4,3,Yes
NXPH1,3,Yes
NXPH2,3,Yes
NXPH3,3,Yes
NXPH4,3,Yes
NXT1,2,Yes
NXT2,2,Yes
NYAP1,1,Yes
NYAP2,1,Yes
NYNRIN,6,Yes
NYX,22,Yes
OAS2,3,Yes
OAS3,3,Yes
OASL,3,Yes
OAT,4,Yes
OAZ1,2,Yes
OAZ2,2,Yes
OAZ3,2,Yes
OBP2A,14,Yes
OBP2B,14,Yes
OBSCN,9,Yes
OBSL1,11,Yes
OC90,9,Yes
OCA2,5,Yes
OCEL1,5,Yes
OCIAD1,1,Yes
OCIAD2,1,Yes
OCLN,5,Yes
OCM,2,Yes
OCM2,2,Yes
OCRL,13,Yes
OCSTAMP,3,Yes
ODC1,2,Yes
ODF2,1,Yes
ODF2L,1,Yes
ODF3,5,Yes
ODF3B,5,Yes
ODF3L1,5,Yes
ODF3L2,5,Yes
OGDH,2,Yes
OGDHL,2,Yes
OGFOD2,2,Yes
OGFR,1,Yes
OGFRL1,1,Yes
OGN,10,Yes
OGT,14,Yes
OIP5,1,Yes
OIT3,5,Yes
OLFM1,9,Yes
OLFM2,9,Yes
OLFM3,9,Yes
OLFM4,9,Yes
OLFML1,9,Yes
OLFML2A,9,Yes
OLFML2B,9,Yes
OLFML3,9,Yes
OLIG1,15,Yes
OLIG2,15,Yes
OLIG3,15,Yes
OLR1,26,Yes
OMD,10,Yes
OMG,10,Yes
ONECUT1,2,Yes
ONECUT2,2,Yes
ONECUT3,2,Yes
OOEP,1,Yes
OOSP1,2,Yes
OOSP2,2,Yes
OPA1,6,Yes
OPCML,5,Yes
OPHN1,3,Yes
OPN1LW,9,Yes
OPN1MW,9,Yes
OPN1MW2,9,Yes
OPN1MW3,9,Yes
OPN1SW,9,Yes
OPN3,9,Yes
OPN4,9,Yes
OPN5,9,Yes
OPRD1,17,Yes
OPRK1,17,Yes
OPRL1,17,Yes
OPRM1,17,Yes
OPTC,1,Yes
OPTN,1,Yes
OR10A2,93,Yes
OR10A3,93,Yes
OR10A4,93,Yes
OR10A5,93,Yes
OR10A6,93,Yes
OR10A7,93,Yes
OR10AD1,93,Yes
OR10AG1,93,Yes
OR10C1,93,Yes
OR10D3,93,Yes
OR10G2,93,Yes
OR10G3,93,Yes
OR10G4,93,Yes
OR10G6,93,Yes
OR10G7,93,Yes
OR10G8,93,Yes
OR10G9,93,Yes
OR10H2,93,Yes
OR10H3,93,Yes
OR10H4,93,Yes
OR10H5,93,Yes
OR10J1,132,Yes
OR10J5,132,Yes
OR10K1,132,Yes
OR10K2,132,Yes
OR10P1,93,Yes
OR10Q1,93,Yes
OR10R2,132,Yes
OR10S1,93,Yes
OR10T2,132,Yes
OR10V1,93,Yes
OR10W1,93,Yes
OR10X1,33,Yes
OR10Z1,132,Yes
OR11A1,33,Yes
OR11G2,33,Yes
OR11H1,33,Yes
OR11H12,33,Yes
OR11H2,33,Yes
OR11H4,33,Yes
OR11H6,33,Yes
OR11L1,93,Yes
OR12D2,132,Yes
OR12D3,132,Yes
OR13A1,93,Yes
OR13C2,93,Yes
OR13C3,93,Yes
OR13C4,93,Yes
OR13C5,93,Yes
OR13C8,93,Yes
OR13C9,93,Yes
OR13D1,93,Yes
OR13F1,19,Yes
OR13G1,132,Yes
OR13H1,93,Yes
OR13J1,93,Yes
OR14A16,93,Yes
OR14A2,93,Yes
OR14C36,93,Yes
OR14I1,93,Yes
OR14J1,93,Yes
OR14K1,93,Yes
OR1A1,132,Yes
OR1A2,132,Yes
OR1B1,132,Yes
OR1C1,132,Yes
OR1D2,132,Yes
OR1D5,132,Yes
OR1E1,132,Yes
OR1E2,132,Yes
OR1F1,132,Yes
OR1G1,132,Yes
OR1I1,132,Yes
OR1J1,132,Yes
OR1J2,132,Yes
OR1J4,132,Yes
OR1K1,132,Yes
OR1L1,132,Yes
OR1L3,132,Yes
OR1L4,132,Yes
OR1L6,132,Yes
OR1L8,132,Yes
OR1M1,132,Yes
OR1N1,132,Yes
OR1N2,132,Yes
OR1Q1,132,Yes
OR1S1,132,Yes
OR1S2,132,Yes
OR2A1,132,Yes
OR2A12,132,Yes
OR2A14,132,Yes
OR2A2,132,Yes
OR2A25,132,Yes
OR2A4,132,Yes
OR2A42,132,Yes
OR2A5,132,Yes
OR2A7,132,Yes
OR2AE1,93,Yes
OR2AG1,93,Yes
OR2AG2,93,Yes
OR2AJ1,93,Yes
OR2AK2,93,Yes
OR2AP1,18,Yes
OR2AT4,132,Yes
OR2B11,93,Yes
OR2B2,93,Yes
OR2B3,93,Yes
OR2B6,93,Yes
OR2C1,93,Yes
OR2C3,93,Yes
OR2D2,93,Yes
OR2D3,93,Yes
OR2F1,93,Yes
OR2F2,93,Yes
OR2G2,93,Yes
OR2G3,93,Yes
OR2G6,93,Yes
OR2H1,93,Yes
OR2H2,93,Yes
OR2I1P,93,Yes
OR2J1,93,Yes
OR2J2,93,Yes
OR2J3,93,Yes
OR2K2,93,Yes
OR2L13,93,Yes
OR2L2,93,Yes
OR2L3,93,Yes
OR2L5,93,Yes
OR2L8,93,Yes
OR2M2,93,Yes
OR2M3,93,Yes
OR2M4,93,Yes
OR2M5,93,Yes
OR2M7,93,Yes
OR2S2,93,Yes
OR2T1,93,Yes
OR2T10,93,Yes
OR2T11,93,Yes
OR2T12,93,Yes
OR2T2,93,Yes
OR2T27,93,Yes
OR2T29,93,Yes
OR2T3,93,Yes
OR2T33,93,Yes
OR2T34,93,Yes
OR2T35,93,Yes
OR2T4,93,Yes
OR2T5,93,Yes
OR2T6,93,Yes
OR2T8,93,Yes
OR2V1,93,Yes
OR2V2,93,Yes
OR2W1,93,Yes
OR2W3,93,Yes
OR2Y1,93,Yes
OR2Z1,93,Yes
OR3A1,132,Yes
OR3A3,132,Yes
OR4A15,132,Yes
OR4A16,132,Yes
OR4A47,132,Yes
OR4A5,132,Yes
OR4B1,132,Yes
OR4C11,132,Yes
OR4C12,132,Yes
OR4C13,132,Yes
OR4C15,132,Yes
OR4C16,132,Yes
OR4C3,132,Yes
OR4C46,132,Yes
OR4C5,132,Yes
OR4C6,132,Yes
OR4D1,132,Yes
OR4D10,132,Yes
OR4D11,132,Yes
OR4D2,132,Yes
OR4D5,132,Yes
OR4D6,132,Yes
OR4D9,132,Yes
OR4E1,132,Yes
OR4E2,132,Yes
OR4F15,132,Yes
OR4F16,132,Yes
OR4F21,132,Yes
OR4F29,132,Yes
OR4F3,132,Yes
OR4F4,132,Yes
OR4F5,132,Yes
OR4F6,132,Yes
OR4K1,132,Yes
OR4K13,132,Yes
OR4K14,132,Yes
OR4K15,132,Yes
OR4K17,132,Yes
OR4K2,132,Yes
OR4K5,132,Yes
OR4L1,132,Yes
OR4M1,132,Yes
OR4M2,132,Yes
OR4N2,132,Yes
OR4N4,132,Yes
OR4N5,132,Yes
OR4P4,132,Yes
OR4S1,132,Yes
OR4S2,132,Yes
OR4X1,132,Yes
OR4X2,132,Yes
OR51A2,49,Yes
OR51A4,49,Yes
OR51A7,49,Yes
OR51B2,49,Yes
OR51B4,49,Yes
OR51B5,49,Yes
OR51B6,49,Yes
OR51C1P,49,Yes
OR51D1,49,Yes
OR51E1,49,Yes
OR51E2,49,Yes
OR51F1,33,Yes
OR51F2,49,Yes
OR51G1,49,Yes
OR51G2,49,Yes
OR51I1,49,Yes
OR51I2,49,Yes
OR51L1,49,Yes
OR51M1,49,Yes
OR51Q1,49,Yes
OR51S1,49,Yes
OR51T1,49,Yes
OR51V1,49,Yes
OR52A1,49,Yes
OR52A5,49,Yes
OR52B2,49,Yes
OR52B4,49,Yes
OR52B6,49,Yes
OR52D1,49,Yes
OR52E2,49,Yes
OR52E4,49,Yes
OR52E5,49,Yes
OR52E6,49,Yes
OR52E8,49,Yes
OR52H1,49,Yes
OR52I1,49,Yes
OR52I2,49,Yes
OR52J3,49,Yes
OR52K1,49,Yes
OR52K2,49,Yes
OR52L1,49,Yes
OR52M1,49,Yes
OR52N1,49,Yes
OR52N2,49,Yes
OR52N4,49,Yes
OR52N5,49,Yes
OR52R1,49,Yes
OR52W1,49,Yes
OR56A1,19,Yes
OR56A3,19,Yes
OR56A4,19,Yes
OR56A5,19,Yes
OR56B1,49,Yes
OR56B4,49,Yes
OR5A1,93,Yes
OR5A2,93,Yes
OR5AC2,93,Yes
OR5AK2,93,Yes
OR5AN1,93,Yes
OR5AP2,93,Yes
OR5AR1,93,Yes
OR5AS1,93,Yes
OR5AU1,93,Yes
OR5B12,93,Yes
OR5B17,93,Yes
OR5B2,93,Yes
OR5B21,93,Yes
OR5B3,93,Yes
OR5BS1P,132,Yes
OR5C1,93,Yes
OR5D13,93,Yes
OR5D14,93,Yes
OR5D16,93,Yes
OR5D18,93,Yes
OR5D3P,93,Yes
OR5F1,93,Yes
OR5H1,93,Yes
OR5H14,93,Yes
OR5H15,93,Yes
OR5H2,93,Yes
OR5H6,93,Yes
OR5I1,93,Yes
OR5J2,93,Yes
OR5K1,93,Yes
OR5K2,93,Yes
OR5K3,93,Yes
OR5K4,93,Yes
OR5L1,93,Yes
OR5L2,93,Yes
OR5M1,93,Yes
OR5M10,93,Yes
OR5M11,93,Yes
OR5M3,93,Yes
OR5M8,93,Yes
OR5M9,93,Yes
OR5P2,93,Yes
OR5P3,93,Yes
OR5R1,93,Yes
OR5T1,19,Yes
OR5T2,19,Yes
OR5T3,19,Yes
OR5V1,93,Yes
OR5W2,93,Yes
OR6A2,93,Yes
OR6B1,93,Yes
OR6B2,93,Yes
OR6B3,93,Yes
OR6C1,18,Yes
OR6C2,18,Yes
OR6C3,18,Yes
OR6C4,18,Yes
OR6C6,18,Yes
OR6C65,18,Yes
OR6C68,18,Yes
OR6C70,18,Yes
OR6C74,18,Yes
OR6C75,18,Yes
OR6C76,18,Yes
OR6F1,18,Yes
OR6J1,18,Yes
OR6K2,132,Yes
OR6K3,132,Yes
OR6K6,132,Yes
OR6M1,18,Yes
OR6N1,132,Yes
OR6N2,132,Yes
OR6P1,93,Yes
OR6Q1,93,Yes
OR6S1,18,Yes
OR6T1,18,Yes
OR6V1,18,Yes
OR6X1,18,Yes
OR6Y1,93,Yes
OR7A10,132,Yes
OR7A17,132,Yes
OR7A5,132,Yes
OR7C2,132,Yes
OR7D2,132,Yes
OR7D4,132,Yes
OR7E24,132,Yes
OR7G1,132,Yes
OR7G2,132,Yes
OR7G3,132,Yes
OR8A1,93,Yes
OR8B12,93,Yes
OR8B2,93,Yes
OR8B3,93,Yes
OR8B4,93,Yes
OR8B8,93,Yes
OR8D1,93,Yes
OR8D2,93,Yes
OR8D4,93,Yes
OR8G1,93,Yes
OR8G5,93,Yes
OR8H1,93,Yes
OR8H2,93,Yes
OR8H3,93,Yes
OR8I2,93,Yes
OR8J1,93,Yes
OR8J3,93,Yes
OR8K1,93,Yes
OR8K3,93,Yes
OR8K5,93,Yes
OR8S1,132,Yes
OR8U1,93,Yes
OR9A2,33,Yes
OR9A4,33,Yes
OR9G1,33,Yes
OR9G4,93,Yes
OR9I1,93,Yes
OR9K2,93,Yes
OR9Q1,93,Yes
OR9Q2,93,Yes
ORAI1,2,Yes
ORAI2,2,Yes
ORAI3,2,Yes
ORC1,1,Yes
ORM1,1,Yes
ORM2,1,Yes
ORMDL1,2,Yes
ORMDL2,2,Yes
ORMDL3,2,Yes
OS9,1,Yes
OSBP,11,Yes
OSBP2,11,Yes
OSBPL10,11,Yes
OSBPL11,11,Yes
OSBPL1A,11,Yes
OSBPL2,11,Yes
OSBPL3,11,Yes
OSBPL5,11,Yes
OSBPL6,11,Yes
OSBPL8,11,Yes
OSBPL9,11,Yes
OSCAR,25,Yes
OSGEP,1,Yes
OSGEPL1,1,Yes
OSGIN1,1,Yes
OSGIN2,1,Yes
OSMR,25,Yes
OSR1,1,Yes
OSR2,1,Yes
OTC,2,Yes
OTOA,3,Yes
OTOF,4,Yes
OTOG,19,Yes
OTOGL,19,Yes
OTOL1,24,Yes
OTOP1,2,Yes
OTOP2,2,Yes
OTOP3,2,Yes
OTOR,11,Yes
OTP,50,Yes
OTUB1,1,Yes
OTUB2,1,Yes
OTUD1,5,Yes
OTUD3,5,Yes
OTUD4,5,Yes
OTUD5,5,Yes
OTUD6A,5,Yes
OTUD6B,5,Yes
OTUD7A,2,Yes
OTUD7B,2,Yes
OTULIN,1,Yes
OTULINL,1,Yes
OTX1,50,Yes
OTX2,50,Yes
OVCH1,16,Yes
OVCH2,3,Yes
OVGP1,6,Yes
OVOL1,29,Yes
OVOL2,29,Yes
OVOL3,29,Yes
OXA1L,1,Yes
OXCT1,1,Yes
OXCT2,1,Yes
OXER1,15,Yes
OXGR1,15,Yes
OXNAD1,6,Yes
OXR1,3,Yes
OXSM,1,Yes
OXSR1,35,Yes
OXT,1,Yes
OXTR,16,Yes
P2RX1,7,Yes
P2RX2,7,Yes
P2RX3,7,Yes
P2RX4,7,Yes
P2RX5,7,Yes
P2RX5-TAX1BP3,7,Yes
P2RX6,7,Yes
P2RX7,7,Yes
P2RY1,15,Yes
P2RY10,16,Yes
P2RY11,7,Yes
P2RY12,6,Yes
P2RY13,6,Yes
P2RY14,6,Yes
P2RY2,15,Yes
P2RY4,15,Yes
P2RY6,15,Yes
P2RY8,16,Yes
P3H1,2,Yes
P3H2,2,Yes
P3H3,2,Yes
P3H4,1,Yes
P4HA1,3,Yes
P4HA2,3,Yes
P4HA3,3,Yes
P4HB,13,Yes
P4HTM,3,Yes
PA2G4,8,Yes
PAAF1,14,Yes
PABPC1,24,Yes
PABPC1L,24,Yes
PABPC1L2A,24,Yes
PABPC1L2B,24,Yes
PABPC3,24,Yes
PABPC4,24,Yes
PABPC4L,24,Yes
PABPC5,24,Yes
PABPN1,2,Yes
PABPN1L,2,Yes
PACRG,1,Yes
PACRGL,1,Yes
PACS1,1,Yes
PACS2,1,Yes
PACSIN1,2,Yes
PACSIN2,2,Yes
PACSIN3,2,Yes
PADI1,4,Yes
PADI2,4,Yes
PADI3,4,Yes
PADI4,4,Yes
PADI6,4,Yes
PAEP,14,Yes
PAFAH1B1,27,Yes
PAFAH1B2,2,Yes
PAFAH1B3,2,Yes
PAFAH2,1,Yes
PAGE1,22,Yes
PAGE2,22,Yes
PAGE2B,22,Yes
PAGE3,22,Yes
PAGE4,22,Yes
PAGE5,22,Yes
PAH,3,Yes
PAIP1,2,Yes
PAIP2,1,Yes
PAIP2B,1,Yes
PAK1,35,Yes
PAK1IP1,27,Yes
PAK2,35,Yes
PAK3,35,Yes
PAK4,35,Yes
PAK5,35,Yes
PAK6,35,Yes
PALD1,8,Yes
PALLD,9,Yes
PALM,5,Yes
PALM2,5,Yes
PALM2-AKAP2,5,Yes
PALM3,5,Yes
PALMD,5,Yes
PAMR1,1,Yes
PANK1,3,Yes
PANK2,3,Yes
PANK3,3,Yes
PANK4,3,Yes
PANX1,2,Yes
PANX2,2,Yes
PANX3,2,Yes
PAOX,8,Yes
PAPLN,25,Yes
PAPOLA,2,Yes
PAPOLB,2,Yes
PAPOLG,2,Yes
PAPPA,40,Yes
PAPPA2,40,Yes
PAPSS1,1,Yes
PAPSS2,1,Yes
PAQR3,10,Yes
PAQR4,10,Yes
PAQR5,10,Yes
PAQR6,10,Yes
PAQR7,10,Yes
PAQR8,10,Yes
PAQR9,10,Yes
PARD3,1,Yes
PARD3B,1,Yes
PARD6A,2,Yes
PARD6B,2,Yes
PARD6G,2,Yes
PARL,6,Yes
PARN,2,Yes
PARP1,2,Yes
PARP10,8,Yes
PARP11,8,Yes
PARP12,8,Yes
PARP14,8,Yes
PARP15,8,Yes
PARP16,2,Yes
PARP2,2,Yes
PARP3,2,Yes
PARP4,11,Yes
PARP6,2,Yes
PARP8,2,Yes
PARP9,8,Yes
PARS2,4,Yes
PARVA,2,Yes
PARVB,2,Yes
PARVG,2,Yes
PASD1,6,Yes
PATE1,4,Yes
PATE2,4,Yes
PATE3,4,Yes
PATE4,4,Yes
PATJ,5,Yes
PATL1,1,Yes
PATL2,1,Yes
PATZ1,38,Yes
PAX1,50,Yes
PAX2,50,Yes
PAX3,50,Yes
PAX4,50,Yes
PAX5,50,Yes
PAX6,50,Yes
PAX7,50,Yes
PAX8,50,Yes
PAX9,50,Yes
PAXBP1,1,Yes
PAXIP1,1,Yes
PBX1,12,Yes
PBX2,12,Yes
PBX3,12,Yes
PBX4,12,Yes
PC,4,Yes
PCBD1,1,Yes
PCBD2,1,Yes
PCBP1,12,Yes
PCBP2,12,Yes
PCBP3,12,Yes
PCBP4,12,Yes
PCCA,4,Yes
PCCB,1,Yes
PCDH1,34,Yes
PCDH10,61,Yes
PCDH11X,34,Yes
PCDH11Y,34,Yes
PCDH12,61,Yes
PCDH15,61,Yes
PCDH17,61,Yes
PCDH18,61,Yes
PCDH19,61,Yes
PCDH20,34,Yes
PCDH7,34,Yes
PCDH8,61,Yes
PCDH9,34,Yes
PCDHA1,61,Yes
PCDHA10,61,Yes
PCDHA11,61,Yes
PCDHA12,61,Yes
PCDHA13,61,Yes
PCDHA2,61,Yes
PCDHA3,61,Yes
PCDHA4,61,Yes
PCDHA5,61,Yes
PCDHA6,61,Yes
PCDHA7,61,Yes
PCDHA8,61,Yes
PCDHA9,61,Yes
PCDHAC1,61,Yes
PCDHAC2,61,Yes
PCDHB1,61,Yes
PCDHB10,61,Yes
PCDHB11,61,Yes
PCDHB12,61,Yes
PCDHB13,61,Yes
PCDHB14,61,Yes
PCDHB15,61,Yes
PCDHB16,61,Yes
PCDHB2,61,Yes
PCDHB3,61,Yes
PCDHB4,61,Yes
PCDHB5,61,Yes
PCDHB6,61,Yes
PCDHB7,61,Yes
PCDHB8,61,Yes
PCDHB9,61,Yes
PCDHGA1,61,Yes
PCDHGA10,61,Yes
PCDHGA11,61,Yes
PCDHGA12,61,Yes
PCDHGA2,61,Yes
PCDHGA3,61,Yes
PCDHGA4,61,Yes
PCDHGA5,61,Yes
PCDHGA6,61,Yes
PCDHGA7,61,Yes
PCDHGA8,61,Yes
PCDHGA9,61,Yes
PCDHGB1,61,Yes
PCDHGB2,61,Yes
PCDHGB3,61,Yes
PCDHGB4,61,Yes
PCDHGB5,61,Yes
PCDHGB6,61,Yes
PCDHGB7,61,Yes
PCDHGC3,61,Yes
PCDHGC4,61,Yes
PCDHGC5,61,Yes
PCED1A,1,Yes
PCED1B,1,Yes
PCGF1,8,Yes
PCGF2,8,Yes
PCGF3,8,Yes
PCGF5,8,Yes
PCGF6,8,Yes
PCK1,1,Yes
PCK2,1,Yes
PCLAF,1,Yes
PCLO,1,Yes
PCMT1,2,Yes
PCMTD1,2,Yes
PCMTD2,2,Yes
PCNT,1,Yes
PCNX1,3,Yes
PCNX2,3,Yes
PCNX3,3,Yes
PCNX4,3,Yes
PCOLCE,37,Yes
PCOLCE2,37,Yes
PCP4,1,Yes
